Date Time,Intersection Street One,Intersection Street Two,Address Street Number,Address Street Name,Number of Motorists,Number of Cyclists,Number of Pedestrians,Number of Injured Individuals,Hospitalizations (estimated),Neighborhood (estimated)
12/26/2018 04:52:00 PM,,,799,CONCORD AVE,2,0,0,0,1,Cambridge Highlands
12/27/2018 08:31:00 AM,BINNEY ST,SIXTH ST,,,2,0,0,0,0,
12/27/2018 09:22:00 AM,BROADWAY,COLUMBIA,,,2,0,0,0,0,
12/27/2018 10:40:00 AM,,,,FRESH POND PARKWAY,2,0,0,0,0,
12/27/2018 11:57:00 AM,,,,CAMBRIDGE ST,0,0,0,0,0,
12/27/2018 03:18:00 PM,,,,NORFOLK ST,1,0,1,0,1,
12/27/2018 04:25:00 PM,CONCORD AVE,HURON AVE,,,2,0,0,0,0,
12/27/2018 04:53:00 PM,CONCORD AVE,,208,CONCORD AVE,2,0,0,0,0,West Cambridge
12/27/2018 08:38:00 PM,EVERETT STREET,OXFORD STREET,,,1,0,1,0,1,
12/28/2018 08:30:00 AM,,,175,ELM ST,1,0,0,0,0,Wellington-Harrington
12/28/2018 04:00:00 PM,RINDGE AVENUE,PEMBERTON STREET,,,2,0,0,0,0,
12/29/2018 04:03:00 AM,,,402,RINDGE AVENUE,1,0,0,0,0,North Cambridge
12/29/2018 10:09:00 AM,,,,BROADWAY STREET,2,0,0,0,0,
12/29/2018 05:07:00 PM,,,1154,MASS AVE,2,0,0,0,0,Riverside
12/31/2018 07:21:00 AM,BROOKLINE ST.,HENRY ST.,,,2,0,0,0,0,
12/31/2018 04:14:00 PM,,,43,COLUMBIA ST,0,0,0,0,0,The Port
01/01/2019 02:29:00 AM,CAMBRIDGE ST,PROSPECT,,,1,0,1,0,1,
01/01/2019 12:07:00 PM,SPRING STREET,THIRD STREET,,,2,0,0,0,1,
01/02/2019 01:51:00 PM,ALEWIFE BROOK PKWY,CAONCORD AVE,,,2,0,0,0,0,
01/02/2019 07:49:00 PM,BROADWAY STREET,PROSPECT STREET,,,2,0,0,0,0,
01/03/2019 10:50:00 AM,SPRING,SECOND,,,2,0,0,0,0,
01/03/2019 01:37:00 PM,,,330,MT AUBURN STREET,0,0,0,0,0,West Cambridge
01/03/2019 03:20:00 PM,,,11,INMAN ST,1,0,0,0,0,Mid-Cambridge
01/03/2019 03:20:00 PM,GARDEN ST,MASSACHUSETTS AVE,,,2,0,0,0,0,
01/03/2019 07:43:00 PM,PROSPECT STREET,BISHOP ALLEN DRIVE,,,2,0,0,0,0,
01/03/2019 07:48:00 PM,PROSPECT STREET,BISHOP ALLEN,,,2,0,0,0,0,
01/04/2019 06:30:00 AM,,,35,WINSLOW,0,0,0,0,0,Neighborhood Nine
01/04/2019 08:56:00 AM,,,321,MASSACHUSETTS AVENUE,2,0,0,0,0,The Port
01/04/2019 02:37:00 PM,,,330,MT AUBURN HOSPITAL,1,0,0,0,0,West Cambridge
01/04/2019 06:26:00 PM,,,,MASSACHUSETTS AVE,1,0,0,0,0,
01/05/2019 11:11:00 AM,,,799,CONCORD AV,2,0,0,0,0,Cambridge Highlands
01/05/2019 05:55:00 PM,WINDSOR ST,BROADWAY,,,0,0,1,0,0,
01/05/2019 06:02:00 PM,,,1712,MASS AVENUE,2,0,0,0,0,Neighborhood Nine
01/06/2019 03:02:00 AM,MASS AVE,VASSAR ST,,,1,0,0,0,1,
01/06/2019 08:31:00 PM,,,15,COCORAN LN.,0,0,0,0,0,Strawberry Hill
01/07/2019 08:45:00 AM,BEECH STREET,ORCHARD STREET,,,1,0,0,0,0,
01/08/2019 12:42:00 PM,,,185,BENT ST,1,0,0,0,0,East Cambridge
01/08/2019 04:37:00 PM,,,228,BROADWAY,1,0,0,0,0,The Port
01/09/2019 10:50:00 AM,,,995,MEMORIAL DRIVE,2,0,0,0,0,West Cambridge
01/10/2019 09:59:00 AM,,,175,ALBANY ST,2,0,0,0,0,Cambridgeport
01/10/2019 02:30:00 PM,,,,CAMBRIDGE SIDE PLACE,2,0,0,0,0,
01/10/2019 07:56:00 PM,,,1709,CAMBRIDGE STREET,1,0,0,0,0,Mid-Cambridge
01/11/2019 09:25:00 AM,,,,VASSAR ST,2,0,0,0,0,
01/11/2019 12:34:00 PM,SHEPARD STREET,GARDEN STREET,,,1,0,1,0,1,
01/11/2019 05:10:00 PM,CAMBRIDGE STREET,WINDSOR STREET,,,2,0,0,0,0,
01/12/2019 06:06:00 AM,,,65,WINTHROP STREET,1,0,0,0,0,Riverside
01/12/2019 10:46:00 AM,,,,WARREN STREET,2,0,0,0,0,
01/12/2019 04:03:00 PM,,,19,SPERIDAKIS,0,0,0,0,0,Cambridgeport
01/13/2019 02:34:00 PM,,,122,OXFORD ST,1,0,0,0,0,Agassiz
01/14/2019 09:00:00 AM,,,555,TECHNOLOGY SQ.,0,0,0,0,0,The Port
01/14/2019 09:45:00 AM,BENNETT ST,ELIOT ST,,,0,0,0,0,0,
01/15/2019 05:48:00 PM,GARAGE EXIT,TECHNOLOGY SQUARE,,,1,0,1,0,1,
01/15/2019 06:38:00 PM,,,1731,MASSACHSETTS AVE,3,0,0,0,0,Agassiz
01/16/2019 02:04:00 PM,,,23,MARKET ST,0,0,0,0,0,The Port
01/16/2019 02:59:00 PM,MASSACHUSETTS AVE,DUDLEY ST,,,1,1,0,0,0,
01/16/2019 10:32:00 PM,,,21-28,CAMERON AVE,0,0,0,0,0,North Cambridge
01/17/2019 08:12:00 AM,CONCORD AVE,CHAUNCY STREET,,,1,0,1,0,0,
01/17/2019 04:09:00 PM,,,205,BRATTLE ST,2,0,0,0,0,West Cambridge
01/18/2019 07:09:00 AM,,,269,HARVARD,2,0,0,0,0,Mid-Cambridge
01/19/2019 09:15:00 AM,,,351,HARVARD STREET,0,0,0,0,0,Mid-Cambridge
01/19/2019 02:38:00 PM,,,38/40,LAKEVIEW,0,0,0,0,0,West Cambridge
01/19/2019 07:00:00 PM,CAMBRIDGE ST.,SCIARAPPA ST.,,,0,0,0,0,0,
01/19/2019 09:28:00 PM,,,70,MASS AVE,2,0,0,0,1,Area 2/MIT
01/19/2019 11:57:00 PM,,,196,PEMBERTON STREET,0,0,0,0,0,North Cambridge
01/20/2019 01:13:00 AM,,,168,ALEWIFE BROOK PARKWAY,1,0,0,0,0,Cambridge Highlands
01/20/2019 01:55:00 AM,,,457,MT. AUBURN ST.,1,0,0,0,0,West Cambridge
01/20/2019 08:30:00 AM,,,65,SYDNEY ST,2,0,0,0,0,Cambridgeport
01/21/2019 01:32:00 AM,,,40,BRATTLE STREET,0,0,0,0,0,West Cambridge
01/21/2019 11:28:00 AM,3RD STREET,CAMBRIDGE STREET,,,1,0,0,0,0,East Cambridge
01/21/2019 02:14:00 PM,,,LOT#5,BISOP ALLEN DRIVE LOT#5,0,0,0,0,0,
01/21/2019 05:12:00 PM,,,8,MUSEUM WAY,0,0,0,0,0,East Cambridge
01/22/2019 09:30:00 AM,,,15,CEDAR,1,0,0,0,0,North Cambridge
01/22/2019 11:21:00 AM,,,170,ALEWIFE BROOK PKWY,0,0,0,0,0,Cambridge Highlands
01/22/2019 12:22:00 PM,,,1,DOUGLASS STREET,1,0,0,0,0,The Port
01/22/2019 04:14:00 PM,,,,WALDEN STREET,2,0,0,0,0,
01/22/2019 06:15:00 PM,,,51,VASSAR STREET,1,0,0,0,0,Area 2/MIT
01/22/2019 07:00:00 PM,,,,GRISWOLD STREET,1,0,0,0,0,
01/23/2019 12:30:00 AM,WARREN ST,JEFFERSON ST,,,0,0,0,0,0,
01/23/2019 08:14:00 AM,BINNEY ST,FULKERSON ST,,,2,0,0,0,1,
01/23/2019 10:10:00 AM,,,35,JFK STREET,2,0,0,0,0,West Cambridge
01/23/2019 12:28:00 PM,WESTERN AVE,SODEN ST.,,,1,0,0,0,0,
01/23/2019 07:33:00 PM,GALILEO GALILEI WAY,BROADWAY,,,2,0,0,0,1,
01/24/2019 08:22:00 AM,,,25,INMAN PLACE,1,0,0,0,0,Mid-Cambridge
01/24/2019 09:04:00 AM,,,5,CADBURY RD.,1,0,0,0,0,Neighborhood Nine
01/24/2019 12:04:00 PM,,,0,GARDEN ST. NEAR MASS AVE.,0,0,0,0,0,Area 2/MIT
01/24/2019 02:12:00 PM,,,83,CAMBRIDGE PARKWAY,1,0,1,0,1,East Cambridge
01/24/2019 04:54:00 PM,,,,HANCOCK STREET,1,0,1,0,1,
01/25/2019 10:08:00 AM,,,,CAMBRIDGE & TROWBRIDGE STREET,2,0,0,0,0,
01/25/2019 02:45:00 PM,,,,PLEASANT STREET,2,0,0,0,0,
01/25/2019 02:51:00 PM,MASS AVE,CLARENDON AVE,,,1,0,0,0,0,
01/25/2019 07:50:00 PM,SECOND ST,ROGER ST,,,2,0,0,0,0,
01/25/2019 10:38:00 PM,,,,HANCOCK STREET,1,0,1,0,1,
01/26/2019 12:17:00 PM,,,808,MEMORIAL DRIVE,1,0,0,0,0,Cambridgeport
01/27/2019 09:26:00 AM,,,5,THIRD STREET,1,0,0,0,0,East Cambridge
01/27/2019 05:24:00 PM,BROADWAY,DANA ST,30,DANA ST,0,0,0,0,0,Mid-Cambridge
01/27/2019 09:32:00 PM,,,1030,MASS AVE,1,0,0,0,0,Riverside
01/27/2019 10:03:00 PM,,,111,WASHINGTON ST,1,0,0,0,0,The Port
01/28/2019 08:18:00 AM,575 MT AUBURN ST,BRATTLE ST,,,2,0,0,0,1,
01/28/2019 12:22:00 PM,MASSACHUSETTS AVE,ELLERY ST,,,1,1,0,0,0,
01/29/2019 09:15:00 PM,,,87,RAYMOND ST,0,0,0,0,0,Neighborhood Nine
01/30/2019 09:35:00 AM,CONCORD AVE,SMITH PLACE,,,3,0,0,0,0,
01/30/2019 09:55:00 AM,BLANCHARD RD,GLEN RD,,,2,0,0,0,0,
01/30/2019 01:00:00 PM,,,11,GARDEN ST,1,0,0,0,0,West Cambridge
01/30/2019 05:42:00 PM,,,,CARDINAL MEDEIROS,2,0,0,0,0,
01/30/2019 09:49:00 PM,,,10,DUNSTER ST,1,0,0,0,0,Riverside
01/31/2019 09:15:00 AM,PEARL ST,PUTNAM AV,,,2,0,0,0,0,
01/31/2019 11:23:00 AM,MASSACHUSETTS AVE,REMINGTON STREET,,,1,0,0,0,0,
01/31/2019 04:13:00 PM,,,2348,MASSACHUSETTS AVE,3,0,0,0,1,North Cambridge
01/31/2019 04:23:00 PM,,,,WESTERN AVE,2,0,0,0,0,
01/31/2019 09:20:00 PM,,,84,PRESCOTT,1,0,0,0,0,Mid-Cambridge
02/01/2019 06:56:00 AM,WALDEN ST.,MASSACHUSETTS AVE.,,,2,0,0,0,0,
02/01/2019 08:04:00 AM,HIGH ST,HOLWORTHY ST.,,HIGH ST,0,0,0,0,0,
02/01/2019 11:48:00 AM,,,185,BROADWAY,2,0,0,0,0,The Port
02/01/2019 04:19:00 PM,,,,LINDEN ST,1,0,0,0,0,
02/01/2019 06:00:00 PM,,,,CHESTNUT ST,1,0,0,0,0,
02/01/2019 06:55:00 PM,,,253,NORFOLK STREET,1,0,0,0,0,The Port
02/02/2019 02:21:00 PM,,,100,CAMBRIDGESIDE PL,0,0,0,0,0,East Cambridge
02/03/2019 08:33:00 AM,,,51,COLUMBIA ST,1,0,0,0,1,The Port
02/03/2019 11:11:00 AM,PROSPECT,BISHOP ALLEN DRIVE,,,2,0,0,0,0,
02/03/2019 11:41:00 AM,ELIOT ST,JFK ST,,,1,0,0,0,0,
02/03/2019 05:48:00 PM,,,32,CHATHAM ST,0,0,0,0,0,Mid-Cambridge
02/04/2019 08:24:00 AM,BROADWAY,HAMPSHIRE STREET,,,1,0,1,0,1,
02/04/2019 11:36:00 AM,SPARKS ST.,MOUNT AUBURN ST.,,,1,0,1,0,0,
02/04/2019 04:09:00 PM,,,25,GORE STREET,1,0,0,0,0,East Cambridge
02/04/2019 04:32:00 PM,,,200,CARDINAL MEDEIROS AVE,0,0,0,0,0,Wellington-Harrington
02/04/2019 05:59:00 PM,,,100,CAMBRIDGESIDE PLACE,0,0,0,0,0,East Cambridge
02/04/2019 06:15:00 PM,PROSPECT ST,BISHOP ALLEN DR,,,2,0,0,0,0,
02/04/2019 08:19:00 PM,CARDINAL MEDEIROS,CAMBRIDGE STREET,,,1,0,0,0,0,
02/05/2019 07:00:00 AM,SCIARAPPA ST,CAMBRIDGE ST,,,0,0,0,0,0,
02/05/2019 12:20:00 PM,,,232,BRATTLE STREET,2,0,0,0,0,West Cambridge
02/05/2019 06:48:00 PM,,,,PORTLAND STREET,1,1,0,0,0,
02/06/2019 10:18:00 AM,,,26,HINGHAM ST,0,0,0,0,0,Riverside
02/06/2019 05:33:00 PM,,,,PORTLAND STREET,1,0,0,0,0,
02/06/2019 06:20:00 PM,,,5,CAMBRIDGE PARK DRIVE,1,0,0,0,0,North Cambridge
02/07/2019 11:20:00 AM,MASSACHUSETTS AVE,RICE ST,,,2,0,0,0,0,
02/07/2019 02:10:00 PM,MONSIGNOR OBRIEN,THIRD ST,,,1,0,0,0,0,
02/07/2019 04:04:00 PM,MASSACHUSETTS AVE,WALDEN ST,,,1,1,0,0,1,
02/07/2019 06:13:00 PM,,,56,DUDLEY STREET,1,0,0,0,0,North Cambridge
02/07/2019 06:55:00 PM,RIVER STREET,PUTNAM AVENUE,305,RIVER STREET,2,0,0,0,0,Riverside
02/07/2019 07:33:00 PM,,,1716,CAMBRIDGE STREET,2,0,0,0,0,Mid-Cambridge
02/07/2019 08:26:00 PM,,,310,WESTERN AVE,1,0,0,0,0,Riverside
02/08/2019 11:17:00 AM,CAMBRIDGE ST,PROSPECT ST,,,2,0,0,0,0,
02/08/2019 11:30:00 AM,AMES STREET,MAIN STREET,,AMES STREET,2,0,0,0,0,
02/08/2019 05:52:00 PM,BROOKLINE STREET,FRANKLIN STREET,,,0,0,1,0,0,
02/08/2019 06:37:00 PM,,,132,SHERMAN ST,3,0,0,0,0,Neighborhood Nine
02/08/2019 07:17:00 PM,,,1906,MASSACHUSETTS AVENUE,1,0,0,0,0,North Cambridge
02/08/2019 10:20:00 PM,,,270,THIRD ST,1,0,0,0,0,East Cambridge
02/09/2019 12:06:00 AM,,,1657,CAMBRIDGE STREET,2,0,0,0,0,Mid-Cambridge
02/09/2019 08:22:00 AM,,,106,TREMONT STREET,0,0,0,0,0,Wellington-Harrington
02/09/2019 05:30:00 PM,,,,GORE STREET,0,0,0,0,0,
02/09/2019 10:00:00 PM,,,1200,MASS AV,1,0,0,0,0,West Cambridge
02/10/2019 12:52:00 AM,,,8,HOLYOKE ST,1,0,0,0,0,Riverside
02/10/2019 09:06:00 AM,PORTLAND ST.,WASHINGTON ST.,,,0,0,0,0,0,
02/10/2019 09:41:00 AM,,,650,CAMBRIDGE STREET,1,0,1,0,1,East Cambridge
02/11/2019 12:56:00 AM,,,260,GREEN STREET,0,0,0,0,0,Cambridgeport
02/11/2019 09:00:00 AM,,,241,HURLEY SY,0,0,0,0,0,East Cambridge
02/11/2019 11:20:00 AM,,,259,CAMBRIDGE ST,1,1,0,0,0,East Cambridge
02/11/2019 01:15:00 PM,MASSACHUSETTS AVE,CAMBRIDGE ST,,,2,0,0,0,0,
02/11/2019 06:10:00 PM,BIGELOW STREET,,,,2,0,0,0,0,
02/11/2019 06:36:00 PM,SIDNEY ST,EIRE ST,,,1,0,1,0,1,
02/12/2019 07:57:00 AM,,,31,SMITH PLACE,0,0,0,0,0,Cambridge Highlands
02/12/2019 09:56:00 AM,,,84,BISHOP ALLEN DRIVE,0,0,0,0,0,The Port
02/12/2019 06:00:00 PM,COGSWELL AVE,MEAD ST,,,1,0,0,0,0,
02/12/2019 09:55:00 PM,,,2,WASHBURN TERRACE,1,0,0,0,0,North Cambridge
02/13/2019 11:07:00 AM,HURON AVE,CONCORD AVE,,,2,0,0,0,0,
02/13/2019 11:28:00 AM,INMAN ST.,HARVARD ST.,,,2,0,0,0,0,
02/13/2019 01:55:00 PM,,,1201,MASSACHUSETTS AVE,1,0,0,0,1,Mid-Cambridge
02/13/2019 02:29:00 PM,,,1,ROGERS ST.,0,0,0,0,0,East Cambridge
02/13/2019 04:21:00 PM,,,1697,CAMBRIDGE ST,0,0,0,0,0,Mid-Cambridge
02/13/2019 07:59:00 PM,WALDEN SQ PARKING LOT,WALDEN SQ PARKING LOT,11,WALDEN SQ PARKING LOT,0,0,0,0,0,Neighborhood Nine
02/13/2019 10:27:00 PM,CEDAR ST.,MASSACHUSETTS AVE.,,,2,0,0,0,0,
02/14/2019 05:44:00 PM,MASS AVE,BLAKE STREET,,,1,1,0,0,0,
02/14/2019 09:10:00 PM,,,6,COGSWELL AVE,1,0,0,0,0,North Cambridge
02/15/2019 01:32:00 PM,,,186,ALEWIFE BROOK PKWAY,2,0,0,0,0,Cambridge Highlands
02/15/2019 03:10:00 PM,,,2200,MASSACHUSETTS AVE,2,0,0,0,0,North Cambridge
02/15/2019 05:04:00 PM,,,185,HARVEY STREET,1,0,0,0,0,North Cambridge
02/15/2019 07:07:00 PM,,,201,BROADWAY,1,1,0,0,0,The Port
02/15/2019 07:22:00 PM,,,87,AUBURN PARK,1,0,0,0,0,Cambridgeport
02/15/2019 08:29:00 PM,MOUNT AUBURN STREET,DEWOLFE STREET,,,2,0,0,0,0,
02/15/2019 08:54:00 PM,,,1432,MASS AVE,2,0,0,0,0,West Cambridge
02/15/2019 09:09:00 PM,,,33,FELTON STREET,1,0,0,0,0,Mid-Cambridge
02/15/2019 10:06:00 PM,,,,CAMBRIDGE STREET,1,0,0,0,0,
02/16/2019 07:50:00 AM,,,,SECOND STREET,0,0,0,0,0,
02/16/2019 02:25:00 PM,,,520,CAMBRIDGE STREET,0,0,1,0,1,East Cambridge
02/17/2019 01:13:00 PM,MASSACHUSETTS AVE,,,,1,0,0,0,1,
02/18/2019 09:25:00 AM,,,1124,CAMBRIDGE STREET,1,0,0,0,0,Wellington-Harrington
02/18/2019 12:27:00 PM,,,244,HURON AVE,2,0,0,0,0,West Cambridge
02/19/2019 12:27:00 PM,,,3,SUMNER RD,1,0,0,0,0,Mid-Cambridge
02/20/2019 09:10:00 AM,,,237,PEARL ST,0,0,0,0,0,Cambridgeport
02/20/2019 09:12:00 AM,BISHOP ALLEN DRIVE,NORFOLK STREET,,,1,0,0,0,0,
02/20/2019 04:30:00 PM,FRANKLIN STREET,WESTERN AVE,,,0,1,0,1,1,
02/20/2019 10:10:00 PM,,,11,ELLSWORTH AVE,0,0,0,0,0,Mid-Cambridge
02/20/2019 10:25:00 PM,CAMBRIDGE ST,FAYETTE ST,,,2,0,0,0,0,
02/21/2019 09:34:00 AM,CONCORD AV,FERN ST,,,1,0,0,0,0,
02/21/2019 12:48:00 PM,THINGVALLA,ERICSSON,,,0,0,0,0,0,
02/21/2019 03:03:00 PM,THINGVALLA AVENUE,ERICSSON  STRRET,,,1,0,0,0,0,
02/21/2019 04:50:00 PM,SECOND STREET,HURLEY STREET,,,2,0,0,0,0,
02/21/2019 11:19:00 PM,,,,GARDEN STREET,0,0,0,0,0,
02/22/2019 08:30:00 AM,,,,HAMILTON,0,0,0,0,0,
02/22/2019 05:16:00 PM,,,97,HENRY ST,0,0,0,0,0,Cambridgeport
02/23/2019 12:50:00 PM,JEFFERSON ST,HARDING ST,,,0,0,0,0,0,
02/23/2019 05:15:00 PM,WARREN STREET,PORTER STREET,,,1,0,0,0,0,
02/24/2019 02:07:00 PM,,,80,WINTHROP STREET,1,0,0,0,0,West Cambridge
02/24/2019 07:08:00 PM,,,1525,MASSACHUSETTS AVE,1,1,0,0,1,Agassiz
02/24/2019 07:34:00 PM,FIRST STREET,BINNEY,,,1,0,1,0,1,
02/25/2019 08:30:00 AM,MASSACHUSETTS AVENUE,DANA STREET,,,0,0,1,0,0,
02/25/2019 08:38:00 AM,,,0,INMAN ST,1,0,0,0,0,Mid-Cambridge
02/25/2019 02:13:00 PM,MASSACHUSETTS AVE,,,,2,0,0,0,0,
02/26/2019 09:06:00 AM,,,221,MT. AUBURN ST,2,0,0,0,0,West Cambridge
02/26/2019 02:29:00 PM,,,,WINDSOR STREET,2,0,0,0,0,
02/26/2019 09:31:00 PM,,,2335,MASSACHUSETTS AVE,1,0,0,0,0,North Cambridge
02/26/2019 09:40:00 PM,,,2310,MASS AVE,0,0,0,0,0,North Cambridge
02/27/2019 04:00:00 PM,,,362,RINDGE AVE,2,0,0,0,0,North Cambridge
02/27/2019 07:47:00 PM,,,0,GARDEN STREET,2,0,0,0,0,West Cambridge
02/28/2019 12:35:00 AM,,,1,CAMBRIDGE STREET,1,0,0,0,0,East Cambridge
02/28/2019 01:25:00 PM,GARDEN STREET,APPIAN WAY,,,1,0,1,0,1,
02/28/2019 05:50:00 PM,,,231,HARVARD STREET,1,0,0,0,0,The Port
02/28/2019 10:23:00 PM,,,2288,MASSACHUSETTS AVE,1,0,0,0,1,North Cambridge
03/01/2019 09:00:00 AM,,,,ERIE ST,1,0,0,0,0,
03/01/2019 12:29:00 PM,,,725,CONCORD AVE,1,0,0,0,0,Cambridge Highlands
03/01/2019 04:58:00 PM,CAMBRIDGE STREET,FIRST STREET,,,2,0,0,0,0,
03/01/2019 05:44:00 PM,,,61,KIRKLAND STREET,1,0,0,0,0,Agassiz
03/01/2019 06:30:00 PM,MASS AVE,BROOKLINE ST,,,2,0,0,0,0,
03/02/2019 01:59:00 AM,,,,PORTLAND STREET,1,0,0,0,1,
03/02/2019 07:17:00 AM,BROADWAY,PORTLAND ST,,,2,0,0,0,0,
03/02/2019 07:04:00 PM,ELIOT STREET,BENNETT STREET,,,2,0,0,0,0,
03/02/2019 07:35:00 PM,WALDEN ST,SHERMAN ST,,,2,0,0,0,0,
03/03/2019 01:39:00 PM,,,14,PORTER ROAD,1,0,0,0,0,North Cambridge
03/03/2019 05:41:00 PM,DAVENPORT,SAGINAW,,,0,0,0,0,0,
03/03/2019 09:14:00 PM,,,6,SIXTH STREET,1,0,0,0,0,East Cambridge
03/04/2019 09:51:00 AM,HANCOCK ST,GREEN ST,,,2,0,0,0,0,
03/04/2019 12:23:00 PM,,,24,COGSWELL AVE,0,0,0,0,0,North Cambridge
03/04/2019 01:00:00 PM,,,285,PEARL STREET,1,0,0,0,0,Cambridgeport
03/04/2019 02:43:00 PM,,,4,FROST STREET,1,0,0,0,0,Agassiz
03/04/2019 08:58:00 PM,,,35,LANCASTER STREET,1,0,0,0,0,Neighborhood Nine
03/05/2019 08:17:00 AM,,,211,CONCORD TPKE,0,0,0,0,0,North Cambridge
03/05/2019 09:40:00 AM,,,40,GRANITE ST,2,0,0,0,0,Cambridgeport
03/05/2019 11:48:00 AM,BRATTLE STREET,CHURCH STREET,,,2,0,0,0,0,
03/05/2019 12:41:00 PM,,,,GARDEN STREET,1,0,0,0,0,
03/05/2019 02:53:00 PM,MAPLE AVE,BROADWAY,,,1,0,1,0,1,
03/05/2019 07:36:00 PM,,,60,OXFORD STREET,1,0,0,0,0,Agassiz
03/05/2019 08:37:00 PM,,,,GALILEO WAY,2,0,0,0,0,
03/06/2019 08:48:00 AM,,,0,LOT #11,0,0,0,0,0,
03/06/2019 10:05:00 AM,HUTCHINSON ST,APPLETON ST,,,1,0,0,0,0,
03/06/2019 03:38:00 PM,ATHENAEUM,FIRST,,,2,0,0,0,0,
03/06/2019 04:15:00 PM,BISHOP ALLEN DR,NORFOLK ST,,,0,0,0,0,0,
03/06/2019 07:14:00 PM,,,159,MAGAZINE STREET,2,0,0,0,0,Cambridgeport
03/06/2019 07:47:00 PM,SYDNEY ST,MASSACHUSETTS AVE,,,2,0,0,0,0,
03/06/2019 09:55:00 PM,,,,RIVER STREET,2,0,0,0,0,
03/07/2019 06:00:00 PM,,,32,QUINCY ST,1,0,0,0,0,Mid-Cambridge
03/07/2019 06:00:00 PM,,,49-55,COLUMBIA STREET,2,0,0,0,0,The Port
03/08/2019 09:28:00 AM,,,8,DANA,2,0,0,0,0,Mid-Cambridge
03/08/2019 11:34:00 AM,CAMBRIDGE ST,HAMPSHIRE ST,1310,CAMBRIDGE ST,2,0,0,0,0,Wellington-Harrington
03/08/2019 04:54:00 PM,SEVENTH ST,OTIS,,,0,0,0,0,0,
03/09/2019 11:58:00 AM,,,,WORCESTER ST,0,0,0,0,0,
03/09/2019 02:46:00 PM,,,16,FARRAR,0,0,0,0,0,Agassiz
03/10/2019 05:01:00 AM,,,,GALILEO GALILEI WAY,1,0,0,0,0,
03/10/2019 08:30:00 AM,,,58,ROSELAND STREET,0,0,0,0,0,None
03/10/2019 11:50:00 AM,,,32,LEXINGTON ST.,1,0,0,0,0,Mid-Cambridge
03/10/2019 04:51:00 PM,BROADWAY,ELLSWORTH AVE,,,2,0,0,0,0,
03/10/2019 06:17:00 PM,,,3,DOUGLASS,2,0,0,0,2,The Port
03/11/2019 03:51:00 PM,,,,LOCUST ST,0,0,0,0,0,
03/11/2019 06:18:00 PM,,,1,BROADWAY,2,0,0,0,0,East Cambridge
03/11/2019 07:27:00 PM,,,,CAMBRIDGE STREET,2,0,0,0,0,
03/11/2019 08:20:00 PM,WINDSOR,WINDSOR,,,2,0,0,0,0,
03/11/2019 08:42:00 PM,,,14,PLYMPTON,1,0,0,0,0,Riverside
03/12/2019 09:05:00 AM,BROADWAY,HANCOCK,,,3,0,0,0,1,
03/13/2019 08:46:00 AM,,,,HURON AVE (NORTHBOUND),0,0,0,0,0,
03/13/2019 01:10:00 PM,,,301,MASS AVE.,1,0,0,0,0,The Port
03/13/2019 01:18:00 PM,MASSACHUSETTS AVE,ALBANY ST,,,1,1,0,0,0,
03/14/2019 09:48:00 AM,,,75,MAGAZINE STREET,1,0,0,0,0,Cambridgeport
03/14/2019 05:00:00 PM,,,286,CONCORD AVENUE,2,0,0,0,0,West Cambridge
03/15/2019 12:41:00 PM,ROGERS STREET,FULKERSON,,,2,0,0,0,0,
03/15/2019 02:10:00 PM,330 MT AUBURN ST,CHANNING ST,,,1,0,0,0,1,
03/15/2019 02:18:00 PM,MASSACHUSETTS AVE,NORFOLK ST,,,1,1,0,0,0,
03/15/2019 08:00:00 PM,,,,OXFORD STREET,1,1,0,0,1,
03/16/2019 11:48:00 AM,,,,PEARL ST,1,0,0,0,0,
03/16/2019 02:51:00 PM,,,1899,MASS AVE,2,0,0,0,0,North Cambridge
03/16/2019 03:20:00 PM,,,2527,MASSACHUSETTS AVENUE,1,0,0,0,0,North Cambridge
03/16/2019 05:28:00 PM,,,118,MASSACHUSETTS AVENUE,1,0,0,0,0,Area 2/MIT
03/17/2019 06:55:00 AM,RIVER ST,PLEASANT ST,,,1,0,0,0,0,
03/18/2019 07:55:00 AM,MT.AUBURN STREET,ABERDEEN AVE,,,2,0,0,0,0,
03/18/2019 08:00:00 AM,,,11,CENTRE STREET,1,0,0,0,0,Mid-Cambridge
03/18/2019 08:49:00 AM,COOLIDGE AVE,SHADY HILL RD,,,2,0,0,0,0,
03/18/2019 02:48:00 PM,PUTNAM AVE,GREEN STREET,,,1,0,2,0,2,
03/19/2019 08:47:00 AM,BROADWAY,PROSPECT STREET,,,1,1,0,0,1,
03/19/2019 06:20:00 PM,,,2353,MASSACHUSETTS AVE,2,0,0,0,0,North Cambridge
03/20/2019 11:50:00 AM,,,101,MAIN ST,0,0,0,0,0,East Cambridge
03/20/2019 12:50:00 PM,,,1,GARDEN STREET,2,0,0,0,0,West Cambridge
03/21/2019 07:33:00 AM,CAMBRIDGE ST,WARREN ST,,,0,0,0,0,0,
03/21/2019 09:17:00 AM,MASS AVE,UPLAND RD,,,2,0,0,0,0,
03/21/2019 06:08:00 PM,,,211/2,INMAN STREET,2,0,0,0,0,Mid-Cambridge
03/21/2019 07:43:00 PM,,,812,MEMORIAL DR,2,0,0,0,0,Cambridgeport
03/22/2019 09:18:00 AM,JFK STEET,MT. AUBURN STREET,,,2,0,0,0,0,
